@date: 2014-06-26
@url: http://www.quanthistling.info/data/source/fastmowitz2008/dictionary-85-344.html
@source_title: Diccionario Achuar-Shiwiar ~ Castellano
@source_author: Fast Mowitz, Gerhard & de Fast, Ruby Warkentin & Fast Warkentin, Daniel
@source_year: 2008
QLCID	HEAD	HEAD_DOCULECT	TRANSLATION	TRANSLATION_DOCULECT	POS
fastmowitz2008/86/12	áaseartin	Achuar-Shiwiar	alargar	Castellano	v.t.
fastmowitz2008/86/12	áaseartin	Achuar-Shiwiar	hacer más largo	Castellano	v.t.
fastmowitz2008/86/12	áiseartin	Achuar-Shiwiar	alargar	Castellano	v.t.
fastmowitz2008/86/12	áiseartin	Achuar-Shiwiar	hacer más largo	Castellano	v.t.
fastmowitz2008/86/13	áaskamu	Achuar-Shiwiar	quemado	Castellano	adj.
fastmowitz2008/86/14	áaskatin	Achuar-Shiwiar	quemar	Castellano	v.t.
fastmowitz2008/86/15	áasmamkatin	Achuar-Shiwiar	quemarse (con candela, agua hervida)	Castellano	v.r.
fastmowitz2008/86/16	áasmamratin	Achuar-Shiwiar	morder	Castellano	v.t.
fastmowitz2008/86/17	áasmamtsuk	Achuar-Shiwiar	sin que muerda (culebra)	Castellano	adv.
fastmowitz2008/86/18	aash	Achuar-Shiwiar	floreado	Castellano	adj.
fastmowitz2008/86/18	aash	Achuar-Shiwiar	multicolor	Castellano	adj.
fastmowitz2008/86/18	aash	Achuar-Shiwiar	cuadriculado	Castellano	adj.
fastmowitz2008/86/18	aash	Achuar-Shiwiar	rayado	Castellano	adj.
fastmowitz2008/86/19	áati makín	Achuar-Shiwiar	máquina de escribir	Castellano	s.
fastmowitz2008/86/20	achí	Achuar-Shiwiar	ah, de veras (exclamación que expresa olvido o equivocación)	Castellano	interj.
fastmowitz2008/86/21	achi̱á̱rmau	Achuar-Shiwiar	desgajado	Castellano	adj.
fastmowitz2008/86/22	achi̱á̱rtin	Achuar-Shiwiar	desgajar plátanos	Castellano	v.t.
fastmowitz2008/86/22	achi̱á̱rtin	Achuar-Shiwiar	desgajar	Castellano	v.t.
fastmowitz2008/86/22	achi̱á̱rtin	Achuar-Shiwiar	separar chambira	Castellano	v.t.
fastmowitz2008/86/23	achí̱i̱tin	Achuar-Shiwiar	sacar (fibras de chambira, corteza de árboles)	Castellano	v.t.
fastmowitz2008/86/24	achíkmau	Achuar-Shiwiar	preso	Castellano	s.
fastmowitz2008/86/24	achíkmau	Achuar-Shiwiar	cautivo	Castellano	s.
fastmowitz2008/86/24	achíkmau	Achuar-Shiwiar	prisionero	Castellano	s.
fastmowitz2008/86/25	achíkmau	Achuar-Shiwiar	agarrado	Castellano	adj.
fastmowitz2008/86/25	achíkmau	Achuar-Shiwiar	asido	Castellano	adj.
fastmowitz2008/86/26	achíkmauri	Achuar-Shiwiar	su pesca	Castellano	
fastmowitz2008/86/26	achíkmauri	Achuar-Shiwiar	lo que una persona ha agarrado	Castellano	
fastmowitz2008/86/27	achíkratin nupáa	Achuar-Shiwiar	pega-pega	Castellano	s.
fastmowitz2008/86/27	achíkratin nupáa	Achuar-Shiwiar	amor seco (esp. de hierba)	Castellano	s.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	agarrar	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	asir	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	empuñar	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	coger	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	tomar en la mano	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	apresar	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	capturar	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	detener	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	prender	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	echar mano a alguien	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	tomar preso	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	obtener	Castellano	v.t.
fastmowitz2008/86/28	achíktin	Achuar-Shiwiar	ganar	Castellano	v.t.
fastmowitz2008/86/29	áchim	Achuar-Shiwiar	hongo blanco comestible que crece sobre palos podridos	Castellano	s.
fastmowitz2008/86/30	achímiaktin	Achuar-Shiwiar	contagiarse	Castellano	v.r.
fastmowitz2008/86/30	achímiaktin	Achuar-Shiwiar	contaminarse	Castellano	v.r.
fastmowitz2008/86/30	achímiaktin	Achuar-Shiwiar	infectarse con una enfermedad	Castellano	v.r.
fastmowitz2008/86/31	achímkatin	Achuar-Shiwiar	agarrarse	Castellano	v.r.
fastmowitz2008/86/32	achímkir wétai	Achuar-Shiwiar	pasamano hecho de bejucos o palos	Castellano	s.
fastmowitz2008/87/2	achímtikiamu	Achuar-Shiwiar	pegado	Castellano	adj.
fastmowitz2008/87/2	achímtikiamu	Achuar-Shiwiar	unido	Castellano	adj.
fastmowitz2008/87/2	achímtikiamu	Achuar-Shiwiar	adherido	Castellano	adj.
fastmowitz2008/87/3	achímtikiatin	Achuar-Shiwiar	pegar con cola o goma (lit. hacer agarrar)	Castellano	v.c.
fastmowitz2008/87/4	achíngtin	Achuar-Shiwiar	desgajar	Castellano	v.t.
fastmowitz2008/87/4	achíngtin	Achuar-Shiwiar	cortar un gajo de plátanos	Castellano	v.t.
fastmowitz2008/87/4	achíngtin	Achuar-Shiwiar	cortar un pedazo de carne de monte	Castellano	v.t.
fastmowitz2008/87/5	achíramu jé̱a̱	Achuar-Shiwiar	casa con cuatro horcones altos para sujetar los tijerales y un círculo de horcones más bajos	Castellano	s.
fastmowitz2008/87/6	achírtin	Achuar-Shiwiar	atajarse en un palo o bejuco	Castellano	v.r.
fastmowitz2008/87/7	achíti	Achuar-Shiwiar	asa	Castellano	s.
fastmowitz2008/87/8	achítnak	Achuar-Shiwiar	casi agarrando	Castellano	adv.
fastmowitz2008/87/8	achítnak	Achuar-Shiwiar	agarrando apenas	Castellano	adv.
fastmowitz2008/87/8	achítnak	Achuar-Shiwiar	comenzando a darse cuenta	Castellano	adv.
fastmowitz2008/87/9	achíu	Achuar-Shiwiar	agarrador	Castellano	s.
fastmowitz2008/87/9	achíu	Achuar-Shiwiar	uno que agarra	Castellano	s.
fastmowitz2008/87/10	namákan achíu	Achuar-Shiwiar	pescador (lit. agarrador de peces)	Castellano	
fastmowitz2008/87/11	pelota achíu	Achuar-Shiwiar	arquero (lit. agarrador de la pelota)	Castellano	
fastmowitz2008/87/12	áchu	Achuar-Shiwiar	aguaje (esp. de palmera)	Castellano	s.
fastmowitz2008/87/13	achú á̱i̱ru	Achuar-Shiwiar	mosca verde que come aguajes	Castellano	s.
fastmowitz2008/87/14	achú jimiá	Achuar-Shiwiar	ají picante que tiene la forma del aguaje	Castellano	s.
fastmowitz2008/87/15	achú kawáu	Achuar-Shiwiar	guacamayo amarillo	Castellano	s.
fastmowitz2008/87/16	achú sángkan	Achuar-Shiwiar	aguaje bajo (esp. de palmera)	Castellano	s.
fastmowitz2008/87/17	achuár	Achuar-Shiwiar	nombre con que se autodenominan los que viven a orillas de los ríos Huasaga, Manchari, Huitoyacu, Pastaza y sus afluentes	Castellano	s.
fastmowitz2008/87/18	achunár	Achuar-Shiwiar	especie de palmera espinosa parecida al aguaje	Castellano	s.
fastmowitz2008/87/19	achusáap	Achuar-Shiwiar	diseño de cinta tejida parecido a la cáscara del aguaje (lit. cáscara de aguaje)	Castellano	s.
fastmowitz2008/87/20	achúuku	Achuar-Shiwiar	irapay (esp. de palmera cuyas hojas se usan para techar gallineros)	Castellano	s.
fastmowitz2008/87/20	chúuku	Achuar-Shiwiar	irapay (esp. de palmera cuyas hojas se usan para techar gallineros)	Castellano	s.
fastmowitz2008/87/21	áemrar ijúrmau	Achuar-Shiwiar	tatuaje con carbón que hombres y mujeres se aplican en la cara	Castellano	s.
fastmowitz2008/87/22	aét	Achuar-Shiwiar	verde	Castellano	adj.
fastmowitz2008/87/22	aét	Achuar-Shiwiar	no maduro	Castellano	adj.
fastmowitz2008/87/23	ái	Achuar-Shiwiar	siendo	Castellano	v.i.
fastmowitz2008/87/24	ái	Achuar-Shiwiar	sí (respuesta afirmativa)	Castellano	adv.
fastmowitz2008/87/24	ái	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/87/24	ja ái	Achuar-Shiwiar	sí (respuesta afirmativa)	Castellano	adv.
fastmowitz2008/87/24	ja ái	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/87/24	e̱á̱a̱ma	Achuar-Shiwiar	sí (respuesta afirmativa)	Castellano	adv.
fastmowitz2008/87/24	e̱á̱a̱ma	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/87/24	je̱á̱a̱ma	Achuar-Shiwiar	sí (respuesta afirmativa)	Castellano	adv.
fastmowitz2008/87/24	je̱á̱a̱ma	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/87/25	ái asámtai	Achuar-Shiwiar	siendo así	Castellano	conj.
fastmowitz2008/87/25	ái asámtai	Achuar-Shiwiar	por eso	Castellano	conj.
fastmowitz2008/87/25	ái ása	Achuar-Shiwiar	siendo así	Castellano	conj.
fastmowitz2008/87/25	ái ása	Achuar-Shiwiar	por eso	Castellano	conj.
fastmowitz2008/87/26	áichua tája	Achuar-Shiwiar	no te dije	Castellano	interj.
fastmowitz2008/87/26	áichua tája	Achuar-Shiwiar	con razón	Castellano	interj.
fastmowitz2008/87/27	áiji̱	Achuar-Shiwiar	su compañero de nacimiento	Castellano	s. pos.
fastmowitz2008/87/27	áiji̱	Achuar-Shiwiar	persona que ha nacido al mismo día que otra	Castellano	s. pos.
fastmowitz2008/87/28	áijkiatin	Achuar-Shiwiar	hacer ayunar	Castellano	v.c.
fastmowitz2008/87/28	áijkiatin	Achuar-Shiwiar	no permitir comer	Castellano	v.c.
fastmowitz2008/87/28	áijsatin	Achuar-Shiwiar	hacer ayunar	Castellano	v.c.
fastmowitz2008/87/28	áijsatin	Achuar-Shiwiar	no permitir comer	Castellano	v.c.
fastmowitz2008/88/2	áijur	Achuar-Shiwiar	mi compañero de nacimiento	Castellano	s.pos.
fastmowitz2008/88/2	áijur	Achuar-Shiwiar	persona que ha nacido el mismo día	Castellano	s.pos.
fastmowitz2008/88/3	áikiam	Achuar-Shiwiar	doncella	Castellano	s.
fastmowitz2008/88/3	áikiam	Achuar-Shiwiar	súngaro (esp. de pez)	Castellano	s.
fastmowitz2008/88/3	áakiam	Achuar-Shiwiar	doncella	Castellano	s.
fastmowitz2008/88/3	áakiam	Achuar-Shiwiar	súngaro (esp. de pez)	Castellano	s.
fastmowitz2008/88/4	áikmau	Achuar-Shiwiar	contestación	Castellano	s.
fastmowitz2008/88/4	áikmau	Achuar-Shiwiar	respuesta	Castellano	s.
fastmowitz2008/88/4	áimkamu	Achuar-Shiwiar	contestación	Castellano	s.
fastmowitz2008/88/4	áimkamu	Achuar-Shiwiar	respuesta	Castellano	s.
fastmowitz2008/88/5	áiktin	Achuar-Shiwiar	responder	Castellano	v.t.
fastmowitz2008/88/5	áiktin	Achuar-Shiwiar	contestar	Castellano	v.t.
fastmowitz2008/88/6	pajákiar áiktin	Achuar-Shiwiar	contestar mal	Castellano	
fastmowitz2008/88/6	pajákiar áiktin	Achuar-Shiwiar	ponerle mala cara	Castellano	
fastmowitz2008/88/7	aímiaktin	Achuar-Shiwiar	quitarse (la camisa)	Castellano	v.r.
fastmowitz2008/88/9	áimkatin	Achuar-Shiwiar	llenar recipientes con agua	Castellano	v.t.
fastmowitz2008/88/9	áimkatin	Achuar-Shiwiar	responder	Castellano	v.t.
fastmowitz2008/88/9	áimkatin	Achuar-Shiwiar	contestar	Castellano	v.t.
fastmowitz2008/88/10	áimtai	Achuar-Shiwiar	recipiente que se llena con líquidos	Castellano	s.
fastmowitz2008/88/11	áinau	Achuar-Shiwiar	los que están	Castellano	v.i.
fastmowitz2008/88/11	áinau	Achuar-Shiwiar	los que son	Castellano	v.i.
fastmowitz2008/88/11	áinau	Achuar-Shiwiar	los que hay	Castellano	v.i.
fastmowitz2008/88/12	áints áinau	Achuar-Shiwiar	los hombres (que están)	Castellano	
fastmowitz2008/88/13	ii áinauti	Achuar-Shiwiar	nosotros (los que estamos)	Castellano	
fastmowitz2008/88/14	átum áinautiram	Achuar-Shiwiar	ustedes todos (los que están)	Castellano	
fastmowitz2008/88/15	áinchik	Achuar-Shiwiar	eso	Castellano	pron.
fastmowitz2008/88/15	áinchik	Achuar-Shiwiar	eso no más	Castellano	pron.
fastmowitz2008/88/16	áinias	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/88/16	áinias	Achuar-Shiwiar	de esta manera	Castellano	adv.
fastmowitz2008/88/16	áitkas	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/88/16	áitkas	Achuar-Shiwiar	de esta manera	Castellano	adv.
fastmowitz2008/88/17	áinik	Achuar-Shiwiar	tanto	Castellano	adv.
fastmowitz2008/88/18	áiniktin	Achuar-Shiwiar	contestarse el uno al otro	Castellano	v.r.
fastmowitz2008/88/20	áinkar tepétai	Achuar-Shiwiar	sábana sobre la que se duerme	Castellano	s.
fastmowitz2008/88/21	áinkatin	Achuar-Shiwiar	poner en una superficie (hojas, manteles, frazadas, sábanas, etc.)	Castellano	v.t.
fastmowitz2008/88/22	áinmartin	Achuar-Shiwiar	ladrar	Castellano	v.i.
fastmowitz2008/88/23	áinmau	Achuar-Shiwiar	algo que se pone en una superficie (mantel, sábana, hojas puestas en el suelo para servir comida)	Castellano	s.
fastmowitz2008/88/23	áinkamu	Achuar-Shiwiar	algo que se pone en una superficie (mantel, sábana, hojas puestas en el suelo para servir comida)	Castellano	s.
fastmowitz2008/88/24	áinmin	Achuar-Shiwiar	rastreador	Castellano	s.
fastmowitz2008/88/24	áinmin	Achuar-Shiwiar	perro rastrero	Castellano	s.
fastmowitz2008/88/26	áintramu	Achuar-Shiwiar	ladrido	Castellano	s.
fastmowitz2008/88/27	áintratin	Achuar-Shiwiar	rastrear (perros)	Castellano	v.i.
fastmowitz2008/88/27	áintratin	Achuar-Shiwiar	cazar (perros)	Castellano	v.i.
fastmowitz2008/88/28	áints	Achuar-Shiwiar	hombre	Castellano	s.
fastmowitz2008/88/28	áints	Achuar-Shiwiar	persona	Castellano	s.
fastmowitz2008/88/28	áints	Achuar-Shiwiar	ser humano	Castellano	s.
fastmowitz2008/88/28	áints	Achuar-Shiwiar	gente	Castellano	s.
fastmowitz2008/88/29	áintsri	Achuar-Shiwiar	su gente	Castellano	
fastmowitz2008/88/29	áintsri	Achuar-Shiwiar	su peón	Castellano	
fastmowitz2008/88/29	áintsri	Achuar-Shiwiar	su criado	Castellano	
fastmowitz2008/88/29	áintsri	Achuar-Shiwiar	su sirviente	Castellano	
fastmowitz2008/88/29	áintsri	Achuar-Shiwiar	su empleado	Castellano	
fastmowitz2008/88/30	áintsti	Achuar-Shiwiar	nosotros	Castellano	
fastmowitz2008/88/30	áints áinauti	Achuar-Shiwiar	nosotros	Castellano	
fastmowitz2008/88/31	áints ántinamunam	Achuar-Shiwiar	públicamente	Castellano	adv.
fastmowitz2008/88/31	áints ántinamunam	Achuar-Shiwiar	en público	Castellano	adv.
fastmowitz2008/88/32	áints atsámu	Achuar-Shiwiar	desierto	Castellano	s.
fastmowitz2008/88/32	áints atsámu	Achuar-Shiwiar	lugar donde no hay gente	Castellano	s.
fastmowitz2008/89/1	áints untsúri kawéngmau	Achuar-Shiwiar	muchedumbre	Castellano	s.
fastmowitz2008/89/1	áints untsúri kawéngmau	Achuar-Shiwiar	multitud	Castellano	s.
fastmowitz2008/89/1	áints untsúri kawéngmau	Achuar-Shiwiar	turba	Castellano	s.
fastmowitz2008/89/2	áintsang	Achuar-Shiwiar	así no más [3a ps.sg.]	Castellano	adv.
fastmowitz2008/89/3	áitsanak	Achuar-Shiwiar	así no más [1a ps.sg.]	Castellano	
fastmowitz2008/89/4	áintsangketai	Achuar-Shiwiar	así no más es	Castellano	
fastmowitz2008/89/5	áintsanchuitai	Achuar-Shiwiar	no es así	Castellano	
fastmowitz2008/89/6	áintsu	Achuar-Shiwiar	humano	Castellano	adj.
fastmowitz2008/89/7	áintsu namángke	Achuar-Shiwiar	cuerpo humano	Castellano	
fastmowitz2008/89/7	áintsu namángke	Achuar-Shiwiar	carne humana	Castellano	
fastmowitz2008/89/8	áinu	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/89/8	áinias	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/89/8	áitkas	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/89/9	áinusha	Achuar-Shiwiar	éste inútil	Castellano	interj.
fastmowitz2008/89/9	áinusha	Achuar-Shiwiar	para qué vale éste (exclamación de desprecio y disgusto)	Castellano	interj.
fastmowitz2008/89/10	áinutkau	Achuar-Shiwiar	parecido	Castellano	adj.
fastmowitz2008/89/11	áiru	Achuar-Shiwiar	cspecie de mosca grande de color verde	Castellano	s.
fastmowitz2008/89/12	áiseartin	Achuar-Shiwiar	alargar	Castellano	v.t.
fastmowitz2008/89/12	áiseartin	Achuar-Shiwiar	hacer más largo	Castellano	v.t.
fastmowitz2008/89/12	áaseartin	Achuar-Shiwiar	alargar	Castellano	v.t.
fastmowitz2008/89/12	áaseartin	Achuar-Shiwiar	hacer más largo	Castellano	v.t.
fastmowitz2008/89/13	áishmang	Achuar-Shiwiar	hombre	Castellano	s.
fastmowitz2008/89/13	áishmang	Achuar-Shiwiar	varón	Castellano	s.
fastmowitz2008/89/13	áishmang	Achuar-Shiwiar	macho	Castellano	s.
fastmowitz2008/89/14	áishmangkúk áishmangkúk	Achuar-Shiwiar	solamente hombres	Castellano	
fastmowitz2008/89/15	áishri	Achuar-Shiwiar	su esposo	Castellano	s.pos.
fastmowitz2008/89/15	áishri	Achuar-Shiwiar	su marido	Castellano	s.pos.
fastmowitz2008/89/16	áishrinchau	Achuar-Shiwiar	soltera	Castellano	adj.
fastmowitz2008/89/16	áishrinchau	Achuar-Shiwiar	no casada (lit. sin esposo)	Castellano	adj.
fastmowitz2008/89/17	áishriniatin	Achuar-Shiwiar	casarse con un hombre	Castellano	v.t.
fastmowitz2008/89/18	áishriniuja̱i̱ kánau	Achuar-Shiwiar	adúltero (lit. el que duerme con una mujer que tiene esposo)	Castellano	s.
fastmowitz2008/89/19	áishrintin	Achuar-Shiwiar	mujer casada (lit. teniendo hombre)	Castellano	s.
fastmowitz2008/89/20	áishrum	Achuar-Shiwiar	tu esposo	Castellano	s.pos.
fastmowitz2008/89/20	áishrum	Achuar-Shiwiar	tu marido	Castellano	s.pos.
fastmowitz2008/89/21	áishur	Achuar-Shiwiar	mi esposo	Castellano	s.pos.
fastmowitz2008/89/21	áishur	Achuar-Shiwiar	mi marido	Castellano	s.pos.
fastmowitz2008/89/22	áitkas	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/89/22	áitkas	Achuar-Shiwiar	de esta manera	Castellano	adv.
fastmowitz2008/89/22	áitkas	Achuar-Shiwiar	haciendo así [3a ps.sg.]	Castellano	adv.
fastmowitz2008/89/22	áitkasang	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/89/22	áitkasang	Achuar-Shiwiar	de esta manera	Castellano	adv.
fastmowitz2008/89/22	áitkasang	Achuar-Shiwiar	haciendo así [3a ps.sg.]	Castellano	adv.
fastmowitz2008/89/22	áinias	Achuar-Shiwiar	así	Castellano	adv.
fastmowitz2008/89/22	áinias	Achuar-Shiwiar	de esta manera	Castellano	adv.
fastmowitz2008/89/22	áinias	Achuar-Shiwiar	haciendo así [3a ps.sg.]	Castellano	adv.
fastmowitz2008/89/23	áitkasan	Achuar-Shiwiar	haciendo así [1a ps.sg.]	Castellano	
fastmowitz2008/89/24	áitkatin	Achuar-Shiwiar	hacer así	Castellano	v.i.
fastmowitz2008/89/24	áitkatin	Achuar-Shiwiar	hacer igual	Castellano	v.i.
fastmowitz2008/89/25	áitske	Achuar-Shiwiar	sin contestar una palabra	Castellano	adv.
fastmowitz2008/89/26	ája	Achuar-Shiwiar	chacra	Castellano	s.
fastmowitz2008/89/26	ája	Achuar-Shiwiar	plantación	Castellano	s.
